Type,Debt,Introduce Date,Introduce Author,Introduce Comment,Remove Date,Remove Author,Remove Comment,Introduce ID,Remove ID
DESIGN,"// TODO: use CBuffer, recycle",2009-11-26,Costin Manolache,"The http implementation - it may be hard to recognize the original connector code from tomcat after many iterations. Changes compared with coyote: - both server and client mode - HttpRequest/HttpResponse implement most of methods in the HttpServletRequest - with the addition of setters, for use in client mode. They don't implement the interfaces - or 'servlet framework' specific methods - but should look familiar to people using this as a library - mapping is moved in this package, also support running HttpServices in the selector thread (proxy will run this way) - MimeHeaders are gone, so are the parameters - replaced with the MultiMap, which is based on MimeHeaders but adds a HashMap instead of linear scanning See tests for examples.",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,d6536ec50dc8e22b3297870afdc517c3ae16a069,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// TODO: direct,2009-11-26,Costin Manolache,"The http implementation - it may be hard to recognize the original connector code from tomcat after many iterations. Changes compared with coyote: - both server and client mode - HttpRequest/HttpResponse implement most of methods in the HttpServletRequest - with the addition of setters, for use in client mode. They don't implement the interfaces - or 'servlet framework' specific methods - but should look familiar to people using this as a library - mapping is moved in this package, also support running HttpServices in the selector thread (proxy will run this way) - MimeHeaders are gone, so are the parameters - replaced with the MultiMap, which is based on MimeHeaders but adds a HashMap instead of linear scanning See tests for examples.",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,d6536ec50dc8e22b3297870afdc517c3ae16a069,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"// TODO Re-enable logging when RFC2965 is implemented // log( (version==1) ? ""Set-Cookie2"" : ""Set-Cookie"");",2009-11-26,Costin Manolache,"The http implementation - it may be hard to recognize the original connector code from tomcat after many iterations. Changes compared with coyote: - both server and client mode - HttpRequest/HttpResponse implement most of methods in the HttpServletRequest - with the addition of setters, for use in client mode. They don't implement the interfaces - or 'servlet framework' specific methods - but should look familiar to people using this as a library - mapping is moved in this package, also support running HttpServices in the selector thread (proxy will run this way) - MimeHeaders are gone, so are the parameters - replaced with the MultiMap, which is based on MimeHeaders but adds a HashMap instead of linear scanning See tests for examples.",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,d6536ec50dc8e22b3297870afdc517c3ae16a069,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"// TODO: we may initiate multiple SPDY connections with each server // Sending frames is synchronized, receiving is muxed",2009-12-04,Costin Manolache,"One more iteration: - added few more tests - moved the http/1.x code to HttpConnection - easier to test, allows protocol upgrade - added an (experimental, hello-world-style) implementation of spdy ( a new binary protocol and possible replacement for jk ). Tested with chrome and the unit tests - the tricky part seems to work - detecting and 'upgrading' the wire transport.",2010-01-13,Costin Manolache,"Moved the connection pool to a top level class and started to add more code. Still missing is evicting kept-alive connections and queueing to limit the number of active requests per host ( and probably more ). Started to make spdy more like a part of a http request - i.e. upgrade if supported by both ends, etc.  Now load tests seem to work - no more OOM. Due to compression spdy it's using more memory per connection, current tests don't enable compression ( it's accepted for incoming connections ).",e18151ecbd1bb3639558b44a8d8e9a1ff058c279,77cd50489f851c91f1d1b17000ebf1e6ce643020
DESIGN,// TODO: reuse,2009-12-04,Costin Manolache,"One more iteration: - added few more tests - moved the http/1.x code to HttpConnection - easier to test, allows protocol upgrade - added an (experimental, hello-world-style) implementation of spdy ( a new binary protocol and possible replacement for jk ). Tested with chrome and the unit tests - the tricky part seems to work - detecting and 'upgrading' the wire transport.",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e18151ecbd1bb3639558b44a8d8e9a1ff058c279,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"// TODO: no need to send version, method if default",2009-12-04,Costin Manolache,"One more iteration: - added few more tests - moved the http/1.x code to HttpConnection - easier to test, allows protocol upgrade - added an (experimental, hello-world-style) implementation of spdy ( a new binary protocol and possible replacement for jk ). Tested with chrome and the unit tests - the tricky part seems to work - detecting and 'upgrading' the wire transport.",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e18151ecbd1bb3639558b44a8d8e9a1ff058c279,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"// TODO: spdy uses full URL, we may want to trim // also no host header",2009-12-04,Costin Manolache,"One more iteration: - added few more tests - moved the http/1.x code to HttpConnection - easier to test, allows protocol upgrade - added an (experimental, hello-world-style) implementation of spdy ( a new binary protocol and possible replacement for jk ). Tested with chrome and the unit tests - the tricky part seems to work - detecting and 'upgrading' the wire transport.",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e18151ecbd1bb3639558b44a8d8e9a1ff058c279,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// TODO: repeated values are separated by a 0 // pretty weird...,2009-12-04,Costin Manolache,"One more iteration: - added few more tests - moved the http/1.x code to HttpConnection - easier to test, allows protocol upgrade - added an (experimental, hello-world-style) implementation of spdy ( a new binary protocol and possible replacement for jk ). Tested with chrome and the unit tests - the tricky part seems to work - detecting and 'upgrading' the wire transport.",2010-01-06,Costin Manolache,"More work on tomcat-lite connector: more experimenting with spdy, few more tests and fixes.",e18151ecbd1bb3639558b44a8d8e9a1ff058c279,3b9dda1a7dd7aa3e0a5ded5ed42698827840ac8a
DESIGN,// TODO: chunk if too much data ( at least at 24 bits),2009-12-04,Costin Manolache,"One more iteration: - added few more tests - moved the http/1.x code to HttpConnection - easier to test, allows protocol upgrade - added an (experimental, hello-world-style) implementation of spdy ( a new binary protocol and possible replacement for jk ). Tested with chrome and the unit tests - the tricky part seems to work - detecting and 'upgrading' the wire transport.",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e18151ecbd1bb3639558b44a8d8e9a1ff058c279,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// stream id ( 4 ) + unused ( 2 )  // nvCount is compressed in impl - spec is different,2010-01-06,Costin Manolache,"More work on tomcat-lite connector: more experimenting with spdy, few more tests and fixes.",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,3b9dda1a7dd7aa3e0a5ded5ed42698827840ac8a,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// TODO: secure set at start ? ,2010-01-13,Costin Manolache,"Moved the connection pool to a top level class and started to add more code. Still missing is evicting kept-alive connections and queueing to limit the number of active requests per host ( and probably more ). Started to make spdy more like a part of a http request - i.e. upgrade if supported by both ends, etc.  Now load tests seem to work - no more OOM. Due to compression spdy it's using more memory per connection, current tests don't enable compression ( it's accepted for incoming connections ).",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,77cd50489f851c91f1d1b17000ebf1e6ce643020,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// XXX works only for enc compatible with ASCII/UTF !!!,2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"// XXX ENCODING - this only works if encoding is UTF8-compat // ( ok for tomcat, where we compare ascii - header names, etc )!!!",2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"/**
tomcat,     * Returns the length of the bytes. XXX need to clean this up
tomcat,     */",2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"/**
tomcat,     * The old code from MessageBytes, used for setContentLength
tomcat,     * and setStatus.
tomcat,     * TODO: just use StringBuilder, the method is faster.
tomcat,     */",2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// TODO: copy from harmony StringBuffer,2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// TODO: can be optimizeed...,2009-12-04,Costin Manolache,"One more iteration: - added few more tests - moved the http/1.x code to HttpConnection - easier to test, allows protocol upgrade - added an (experimental, hello-world-style) implementation of spdy ( a new binary protocol and possible replacement for jk ). Tested with chrome and the unit tests - the tricky part seems to work - detecting and 'upgrading' the wire transport.",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e18151ecbd1bb3639558b44a8d8e9a1ff058c279,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// TODO: unix domain socket impl. // Maybe: detect new files in the filesystem ? ,2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// TODO: concurrency ???,2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// TODO: do we want to migrate them automatically ?,2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// TODO: buffer growth in caller,2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// TODO: use it for utf-8,2010-02-24,Costin Manolache,Moved utils to connector ( the servlet part will either go away or be a separate package ). Make it compile again on android. Few sync issues found while load testing. SSL fixes. Separate build target for connector.,2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,39947e4c4b6ac49ac2ff16024cb27ada42253e03,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// TODO: use future !,2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"/**
tomcat,   * Example config: 
tomcat,   * 
tomcat,   * www stream tcp wait USER  PATH_TO_tomcatInetd.sh
tomcat,   * 
tomcat,   * For a different port, you need to add it to /etc/services.
tomcat,   * 
tomcat,   * 'wait' is critical - the common use of inetd is 'nowait' for 
tomcat,   * tcp services, which doesn't make sense for java ( too slow startup
tomcat,   * time ). It may make sense in future with something like android VM.
tomcat,   * 
tomcat,   * In 'wait' mode, inetd will pass the acceptor socket to java - so
tomcat,   * you can listen on port 80 and run as regular user with no special
tomcat,   * code and magic.
tomcat,   * If tomcat dies, inetd will get back the acceptor and on next connection
tomcat,   * restart tomcat. 
tomcat,   * 
tomcat,   * This also works with xinetd. It might work with Apple launchd.
tomcat,   * 
tomcat,   * TODO: detect inactivity for N minutes, exist - to free resources. 
tomcat,   */",2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// TODO: suspended ? ,2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// TODO: should we remove it ? It needs to be re-activated // later. //??,2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"/**
tomcat,     * Create a new server socket, register the callback. 
tomcat,     * If port == 0 it'll use the inherited channel, i.e. inetd mode.
tomcat,     * TODO: if port == -1, detect a free port. May block.
tomcat,     */",2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,// TODO: find an unused port,2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"/**
tomcat,     * Initialize using a PEM certificate and key bytes.
tomcat,     * ( TODO: base64 dep to set the key as PEM )
tomcat,     * 
tomcat,     * 
tomcat,     * Key was generated with 
tomcat,     *   keytool -genkey -alias server -keyalg RSA -storepass changeit
tomcat,     *   keytool -selfcert -storepass changeit -alias server
tomcat,     *    
tomcat,     * Then the bytes printed with printPrivateKey()
tomcat,     * 
tomcat,     * I found no way to generate the self-signed keys from jsse 
tomcat,     * except CLI. 
tomcat,     * 
tomcat,     */",2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2010-05-25,Costin Manolache,"Moved the JSSE code to separate package. Added a bunch of workarounds to support harmony/android, there seems to be a problem with the ciphers. Probably the code will go away after I add APR support - too many problems, in particular SPDY can't be implemented as it relies on SSL protocol negotiation. For now it mostly works on android.",e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,7791b3135baafa6e8e0458ec7134fb0e6b6eb33a
DESIGN,// TODO: send/receive one more packet ( handshake mode ? ),2009-11-26,Costin Manolache,"This is the first draft of the refactored coyote connector. Lots of big changes: - MessageBytes is gone - BBuffer, CBuffer are used as buffers, BBucket/CBucket are used for wrapping bytes - C2B/B2C are gone - replaced by nio charsets in IOReader/IOWriter. CBuffer is still needed (instead of a StringBuilder ) to have access to the raw chars and avoid copy - speaking of copy, IOChannel uses a list of buffers instead of growing a buffer. For proxy we should be able to move buffers from in to out.  This works a bit better with the char conversions, etc - Nio code heavily refactored - I didn't add APR but shouldn't be hard if anyonew wants. - Ssl is barely working - needs improvements",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,e2f543b5150f52dd8d213464a4ca5d9cd23b0bb5,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"// SSL proxy - just connect and forward all packets // TODO: optimize, add error checking",2009-11-26,Costin Manolache,"Proxy service - CONNECT doesn't seem to work ( probably because it didn't have a test ), the rest works pretty well. Also includes a small socks server I used while testing. Almost all work is non-blocking and done in the selector thread.",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,3776393905ac388e684c9a0880905230a4d768a2,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"// Real proxy - extract client address, modify the uri. // TODO: optimize the strings.",2009-11-26,Costin Manolache,"Proxy service - CONNECT doesn't seem to work ( probably because it didn't have a test ), the rest works pretty well. Also includes a small socks server I used while testing. Almost all work is non-blocking and done in the selector thread.",2010-01-06,Costin Manolache,"More work on tomcat-lite connector: more experimenting with spdy, few more tests and fixes.",3776393905ac388e684c9a0880905230a4d768a2,3b9dda1a7dd7aa3e0a5ded5ed42698827840ac8a
DESIGN,"/** 
tomcat,         * Headers received from the client (content http server).
tomcat,         * TODO: deal with version missmatches.
tomcat,         */",2009-11-26,Costin Manolache,"Proxy service - CONNECT doesn't seem to work ( probably because it didn't have a test ), the rest works pretty well. Also includes a small socks server I used while testing. Almost all work is non-blocking and done in the selector thread.",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,3776393905ac388e684c9a0880905230a4d768a2,c77f96a0bda66881199b3f2d4f2740a1667a9704
DESIGN,"//            // Real proxy - extract client address, modify the uri. //            // TODO: optimize the strings. //            int start = origURI.indexOf('/', 7); //            String hostPortS = (start == -1) ?",2010-01-06,Costin Manolache,"More work on tomcat-lite connector: more experimenting with spdy, few more tests and fixes.",2014-11-03,Mark Emlyn David Thomas,Drop tomcat-lite module. It never saw a release and has not seen meaningful development for over 4 years. The module remains in 8.0.x/trunk should someone wish to start it up again.,3b9dda1a7dd7aa3e0a5ded5ed42698827840ac8a,c77f96a0bda66881199b3f2d4f2740a1667a9704
